Student_id,Name,Physics_marks,Chemistry_marks,Math_marks,Aptitude_test,Total_percentage,Reservation_category
2301265,dhanwanti,68,58,88,38,63,EWS
2301266,dhanwati,89,20,98,28,58.75,ST
2301267,dhapu,91,100,88,52,82.75,ST
2301268,dhara,92,73,81,75,80.25,EWS
2301269,dharam,56,43,88,60,61.75,EWS
2301270,dharambir,73,87,91,70,80.25,General
2301271,dharamender,84,85,89,80,84.5,ST
2301272,dharampal,74,62,86,60,70.5,SC
2301273,dharamveer,92,57,92,35,69,SC
2301274,dharamvir,45,98,80,17,60,EWS
2301275,dharm,70,88,84,56,74.5,SC
2301276,dharma,17,96,82,31,56.5,General
2301277,dharmandra,73,36,93,94,74,EWS
2301278,dharmbir,42,82,83,84,72.75,ST
2301279,dharmender,82,21,81,17,50.25,EWS
2301280,dharmendera,51,15,99,60,56.25,SC
2301281,dharmendr,28,76,89,22,53.75,EWS
2301282,dharmendra,29,68,84,98,69.75,EWS
2301283,dharminder,28,43,84,95,62.5,EWS
2301284,dharmpal,75,42,93,54,66,SC
2301285,dharmraj,22,55,87,48,53,EWS
2301286,dharmshila,25,61,97,79,65.5,SC
2301287,dharmveer,97,44,83,29,63.25,SC
2301288,dharmvir,21,77,82,33,53.25,General
2301289,dharvesh,61,95,100,26,70.5,EWS
2301290,dhawal,99,51,94,28,68,General
2301291,dheeraj,73,51,91,15,57.5,ST
2301292,dheerendra,79,31,86,18,53.5,General
2301293,dhermendra,25,44,84,45,49.5,SC
2301294,dhiraj,86,81,98,86,87.75,EWS
2301295,dhirender,28,27,96,73,56,General
2301296,dhirpal,99,24,81,97,75.25,ST
2301297,dhiru,33,59,90,99,70.25,SC
2301298,dhisa,58,89,97,64,77,EWS
2301299,dhmendar,40,97,84,88,77.25,SC
2301300,dhodi,43,36,83,76,59.5,General
2301301,dhola,31,93,83,35,60.5,ST
2301302,dholi,16,54,93,60,55.75,ST
2301303,dhram,91,34,92,22,59.75,ST
2301304,dhrama,73,97,97,40,76.75,SC
2301305,dhrambir,65,71,85,77,74.5,SC
2301306,dhramender,35,59,86,92,68,General
2301307,dhrampal,56,66,98,33,63.25,General
2301308,dhrampla,95,44,89,81,77.25,EWS
2301309,dhramveer,56,51,89,41,59.25,ST
2301310,dhreej,46,73,96,53,67,SC
2301311,dhrmveer,39,68,86,56,62.25,General
2301312,dhruv,72,65,94,55,71.5,EWS
2301313,dhukhu,57,50,98,95,75,SC
2301314,dhulin,76,76,95,94,85.25,EWS
2301315,dhurav,28,56,94,72,62.5,ST
2301316,dhurender,92,17,84,40,58.25,General
2301317,dhurpati,70,100,99,54,80.75,General
2301318,dhuruv,65,40,89,35,57.25,SC
2301319,dhurv,68,35,97,84,71,General
2301320,dhurve,76,50,80,52,64.5,General
2301321,dibakar,22,70,99,16,51.75,EWS
2301322,dibya,25,63,84,40,53,EWS
2301323,digamber,18,45,91,42,49,SC
2301324,digvijay,78,83,81,41,70.75,SC
2301325,diksha,92,37,89,85,75.75,SC
2301326,dikshant,92,16,96,76,70,ST
2301327,dil,74,56,99,21,62.5,ST
2301328,dila,70,58,85,75,72,General
2301329,dilawar,47,32,83,69,57.75,General
2301330,dilbar,23,75,90,23,52.75,EWS
2301331,dildar,60,23,87,42,53,SC
2301332,dilip,49,52,99,63,65.75,General
2301333,dilish,100,51,92,60,75.75,ST
2301334,diljan,54,39,90,41,56,ST
2301335,dilkhush,79,27,99,96,75.25,General
2301336,dilkush,59,23,88,51,55.25,General
2301337,dilsad,71,58,82,28,59.75,SC
2301338,dilsah,86,83,90,89,87,ST
2301339,dilshad,59,30,97,96,70.5,SC
2301340,dilshadi,76,16,100,31,55.75,EWS
2301341,dilshana,34,29,100,97,65,ST
2301342,dilvar,84,41,96,39,65,ST
2301343,dimpal,81,74,98,93,86.5,EWS
2301344,dimple,65,27,84,50,56.5,ST
2301345,dimpu,50,78,81,28,59.25,SC
2301346,dimpy,49,26,94,75,61,ST
2301347,dineesh,55,89,86,43,68.25,General
2301348,dinesh,98,48,89,81,79,General
2301349,dinkar,72,30,97,49,62,EWS
2301350,dipa,16,26,90,58,47.5,General
2301351,dipak,79,100,97,92,92,ST
2301352,dipali,81,67,86,30,66,General
2301353,dipanshi,46,27,82,50,51.25,EWS
2301354,dipanshu,42,92,81,90,76.25,EWS
2301355,dipansu,57,52,87,89,71.25,EWS
2301356,dipeeka,34,85,98,88,76.25,SC
2301357,dipendra,42,61,100,44,61.75,SC
2301358,dipika,94,43,98,80,78.75,SC
2301359,dipti,25,28,85,75,53.25,ST
2301360,dipu,24,45,81,86,59,ST
2301361,dirgaj,57,51,93,46,61.75,General
2301362,disha,35,73,82,55,61.25,General
2301363,dishad,25,36,81,73,53.75,EWS
2301364,dishant,77,19,83,70,62.25,EWS
2301365,dishu,58,97,87,57,74.75,General
2301366,disi,85,24,84,65,64.5,ST
2301367,diti,50,97,92,30,67.25,SC
2301368,divaie,56,17,82,70,56.25,General
2301369,divakar,44,69,91,17,55.25,ST
2301370,divansh,94,70,85,21,67.5,EWS
2301371,divaraj,32,45,94,70,60.25,ST
2301372,divy,37,49,84,54,56,ST
2301373,divya,94,41,100,100,83.75,ST
2301374,divyansh,42,31,90,34,49.25,EWS
2301375,diwakar,100,93,100,29,80.5,ST
2301376,diwan,100,35,96,47,69.5,SC
2301377,diwansi,35,71,85,52,60.75,EWS
2301378,dixya,34,90,82,82,72,ST
2301379,diya,20,21,98,37,44,EWS
2301380,dolat,62,66,93,32,63.25,EWS
2301381,doli,90,94,85,46,78.75,EWS
2301382,dolley,83,41,93,54,67.75,ST
2301383,dolly,78,50,95,41,66,SC
2301384,dolo,73,95,89,71,82,General
2301385,doly,98,90,89,18,73.75,General
2301386,doodhnath,49,73,98,29,62.25,EWS
2301387,dord,33,84,92,32,60.25,General
2301388,dorilal,69,83,87,15,63.5,General
2301389,doulat,85,65,81,29,65,ST
2301390,dowlat,87,54,98,92,82.75,ST
2301391,dropati,98,81,99,56,83.5,SC
2301392,dropti,20,87,100,52,64.75,General
2301393,druga,26,46,84,74,57.5,SC
2301394,dukhi,30,50,80,49,52.25,SC
2301395,dulal,36,26,91,88,60.25,ST
2301396,dular,50,73,95,75,73.25,ST
2301397,dulari,99,67,97,23,71.5,EWS
2301398,dulichand,58,86,98,25,66.75,EWS
2301399,dumani,94,83,81,75,83.25,ST
2301400,dumnik,98,64,96,87,86.25,EWS
2301401,dund,63,39,94,88,71,ST
2301402,duni,15,32,81,25,38.25,EWS
2301403,dur,22,20,83,92,54.25,EWS
2301404,duraga,86,50,98,30,66,ST
2301405,durg,17,67,94,79,64.25,General
2301406,durga,55,23,98,100,69,EWS
2301407,durgabai,100,24,96,52,68,ST
2301408,durgalal,96,84,87,34,75.25,EWS
2301409,durganand,90,15,94,75,68.5,General
2301410,durgash,65,48,89,53,63.75,EWS
2301411,durgashankar,27,57,97,77,64.5,ST
2301412,durgawati,57,98,92,57,76,ST
2301413,durgesh,47,59,85,72,65.75,General
2301414,durgpal,54,23,99,15,47.75,ST
2301415,durjan,30,32,93,74,57.25,SC
2301416,durvesh,16,39,81,18,38.5,SC
2301417,dushyant,75,26,95,77,68.25,ST
2301418,dvndavva,75,84,88,81,82,SC
2301419,dwarika,30,23,88,84,56.25,General
2301420,dwarka,32,38,92,87,62.25,SC
2301421,dwrikaprasad,94,52,86,74,76.5,EWS
2301422,dya,85,78,81,40,71,General
2301423,ebane,53,38,94,51,59,SC
2301424,edris,52,36,93,85,66.5,EWS
2301425,ekamjeet,34,79,89,70,68,SC
2301426,ekata,22,51,87,49,52.25,ST
2301427,ekram,34,70,93,65,65.5,SC
2301428,ekta,15,46,84,75,55,EWS
2301429,eldro,64,39,84,19,51.5,EWS
2301430,eliyas,75,20,83,79,64.25,ST
2301431,elwin,37,67,98,64,66.5,EWS
2301432,emilia,22,69,86,60,59.25,SC
2301433,emran,49,52,80,57,59.5,ST
2301434,englas,76,39,82,17,53.5,EWS
2301435,eshavarya,87,81,91,78,84.25,SC
2301436,eshwari,37,64,86,99,71.5,General
2301437,esrail,45,21,86,62,53.5,General
2301438,etahsaam,82,45,95,51,68.25,SC
2301439,evan,65,74,88,46,68.25,ST
2301440,ezaz,97,75,93,43,77,General
2301441,faaija,43,29,82,77,57.75,ST
2301442,fahija,54,68,96,90,77,SC
2301443,fahim,93,82,88,88,87.75,EWS
2301444,fahira,48,22,90,53,53.25,ST
2301445,faijal,40,80,90,67,69.25,ST
2301446,faijina,40,98,98,96,83,ST
2301447,faim,21,16,100,78,53.75,General
2301448,faimuddin,20,93,91,77,70.25,General
2301449,faisal,52,33,87,91,65.75,ST
2301450,faiyaaz,93,94,89,41,79.25,SC
2301451,faiz,51,66,93,17,56.75,SC
2301452,faizal,33,54,98,20,51.25,General
2301453,faizan,52,54,93,59,64.5,EWS
2301454,faizudeen,78,41,86,82,71.75,SC
2301455,faizur,26,47,85,55,53.25,General
2301456,fakerey,44,44,80,39,51.75,SC
2301457,fakiha,34,69,85,19,51.75,ST
2301458,fakir,15,43,95,78,57.75,SC
2301459,fakiri,74,22,99,29,56,EWS
2301460,fakrrudeen,51,66,91,94,75.5,ST
2301461,fakrudeen,77,100,89,15,70.25,General
2301462,fanni,21,32,84,22,39.75,SC
2301463,faqir,79,60,91,99,82.25,EWS
2301464,fara,76,19,91,79,66.25,ST
2301465,farah,58,16,98,21,48.25,General
2301466,faraha,32,52,99,27,52.5,General
2301467,faraheen,75,28,90,33,56.5,ST
2301468,faran,81,57,88,30,64,ST
2301469,farana,94,42,91,27,63.5,General
2301470,fareem,36,68,100,96,75,SC
2301471,fareen,28,58,92,60,59.5,General
2301472,fareena,100,45,99,99,85.75,SC
2301473,farha,52,56,84,62,63.5,EWS
2301474,farhaja,46,27,85,28,46.5,General
2301475,farhan,44,100,97,75,79,General
2301476,farhana,41,33,82,17,43.25,EWS
2301477,farhanaaz,91,98,93,81,90.75,General
2301478,farhanaz,95,91,89,42,79.25,General
2301479,farheen,64,80,95,44,70.75,General
2301480,farhib,76,52,91,16,58.75,SC
2301481,farhin,44,36,97,89,66.5,SC
2301482,farid,86,52,91,34,65.75,SC
2301483,farida,23,86,98,26,58.25,EWS
2301484,farina,58,51,88,77,68.5,General
2301485,farjana,94,61,100,37,73,EWS
2301486,farjand,22,22,98,71,53.25,SC
2301487,farjanul,94,96,86,26,75.5,ST
2301488,farku,99,57,83,87,81.5,EWS
2301489,farmaan,15,59,86,55,53.75,General
2301490,farman,60,18,82,66,56.5,ST
2301491,farmeena,28,22,100,35,46.25,SC
2301492,faroj,44,50,95,67,64,SC
2301493,farukh,24,49,88,79,60,ST
2301494,farzana,77,43,90,52,65.5,SC
2301495,fasrun,90,93,90,48,80.25,SC
2301496,fateh,92,61,100,87,85,ST
2301497,father,26,55,92,95,67,ST
2301498,fatima,85,57,98,74,78.5,SC
2301499,fatma,34,71,83,27,53.75,SC
2301500,fauina,96,63,94,80,83.25,General
2301501,faujdar,99,86,87,19,72.75,EWS
2301502,fauji,99,79,90,70,84.5,SC
2301503,fazaley,54,22,91,66,58.25,EWS
2301504,fazaz,99,81,100,26,76.5,ST
2301505,fazia,41,26,97,39,50.75,EWS
2301506,fazin,34,42,89,35,50,SC
2301507,fazulla,32,46,93,37,52,EWS
2301508,feflibai,87,41,84,64,69,ST
2301509,felicia,16,85,80,67,62,SC
2301510,feru,98,57,80,83,79.5,General
2301511,fhaishal,63,17,82,85,61.75,SC
2301512,fharman,54,44,87,99,71,ST
2301513,fida,39,65,80,17,50.25,SC
2301514,fija,42,55,90,26,53.25,ST
2301515,firakat,16,85,90,38,57.25,General
2301516,firasat,42,84,84,42,63,EWS
2301517,firdosh,90,61,87,27,66.25,General
2301518,firdous,59,23,89,61,58,SC
2301519,firida,25,70,83,18,49,EWS
2301520,firoj,97,85,82,28,73,EWS
2301521,firoja,56,96,89,29,67.5,EWS
2301522,firoz,47,96,87,17,61.75,General
2301523,firoza,76,36,94,77,70.75,ST
2301524,firtu,47,91,84,70,73,ST
2301525,fitrat,33,69,99,24,56.25,SC
2301526,fiyaz,41,85,89,73,72,General
2301527,fiza,56,71,94,69,72.5,SC
2301528,fool,15,75,83,31,51,ST
2301529,foola,73,15,88,85,65.25,EWS
2301530,fooljhnah,27,16,88,15,36.5,SC
2301531,foolmaya,77,49,94,15,58.75,EWS
2301532,foolwati,35,96,97,32,65,General
2301533,for,95,41,99,64,74.75,EWS
2301534,foranta,61,64,98,69,73,ST
2301535,foranti,62,69,89,71,72.75,SC
2301536,fornta,56,45,89,89,69.75,SC
2301537,forshan,37,95,100,23,63.75,General
2301538,fozia,15,56,96,86,63.25,SC
2301539,fra,18,100,96,50,66,ST
2301540,frjana,97,55,86,24,65.5,SC
2301541,frra,82,17,86,24,52.25,SC
2301542,fuli,55,71,90,75,72.75,ST
2301543,fuljhadi,29,69,92,85,68.75,General
2301544,fulmiya,41,28,80,81,57.5,SC
2301545,fulo,61,93,96,43,73.25,ST
2301546,furkan,68,52,94,43,64.25,EWS
2301547,furkhan,25,72,99,30,56.5,EWS
2301548,gaffar,86,65,88,60,74.75,ST
2301549,gaffur,60,88,87,18,63.25,SC
2301550,gafur,81,69,97,32,69.75,ST
2301551,gagan,19,70,87,48,56,SC
2301552,gagandeep,88,50,95,33,66.5,EWS
2301553,gahnshyam,93,99,95,86,93.25,EWS
2301554,gaitri,100,31,82,16,57.25,General
2301555,gajala,17,79,87,48,57.75,SC
2301556,gajana,87,57,80,83,76.75,SC
2301557,gajender,73,43,100,33,62.25,General
2301558,gajendra,93,79,86,86,86,SC
2301559,gajla,64,27,90,98,69.75,General
2301560,gajraj,28,45,95,26,48.5,ST
2301561,gajwanti,33,29,97,22,45.25,EWS
2301562,gali,65,59,87,56,66.75,General
2301563,galiya,47,76,85,52,65,General
2301564,galu,93,95,92,95,93.75,General
2301565,gambhir,96,97,93,39,81.25,ST
2301566,gamer,23,71,80,22,49,General
2301567,gandharv,56,80,99,51,71.5,SC
2301568,gandhi,59,17,89,15,45,EWS
2301569,ganesh,50,78,95,35,64.5,EWS
2301570,ganeshi,53,91,81,35,65,EWS
2301571,ganesi,69,40,82,94,71.25,EWS
2301572,ganga,82,99,91,95,91.75,EWS
2301573,gangadhar,52,24,100,31,51.75,ST
2301574,gangajali,68,32,96,50,61.5,ST
2301575,gangaram,89,95,86,27,74.25,General
2301576,gango,66,27,88,53,58.5,EWS
2301577,ganita,71,34,86,58,62.25,ST
2301578,ganpat,58,95,97,36,71.5,General
2301579,ganpati,30,82,80,90,70.5,General
2301580,ganpatram,54,96,92,97,84.75,EWS
2301581,gantantra,87,43,97,93,80,ST
2301582,gappu,67,16,89,40,53,SC
2301583,gargi,30,57,86,43,54,ST
2301584,garib,58,86,92,19,63.75,EWS
2301585,garima,58,15,80,86,59.75,General
2301586,garsh,53,41,90,100,71,ST
2301587,garupal,100,47,98,48,73.25,SC
2301588,garv,67,51,100,64,70.5,General
2301589,gattu,25,94,80,86,71.25,EWS
2301590,gaura,33,88,98,97,79,SC
2301591,gaurav,25,92,98,88,75.75,SC
2301592,gauravgil,31,66,93,67,64.25,ST
2301593,gauri,34,79,91,68,68,ST
2301594,gautam,45,62,98,38,60.75,EWS
2301595,gawali,74,67,84,41,66.5,SC
2301596,gawri,85,55,95,48,70.75,EWS
2301597,gayatri,25,72,97,80,68.5,EWS
2301598,gaytree,100,34,93,61,72,SC
2301599,gaytri,59,50,86,64,64.75,General
2301600,geernish,20,59,84,51,53.5,ST
2301601,geesa,44,83,86,65,69.5,SC
2301602,geet,47,25,94,54,55,SC
2301603,geeta,47,33,92,76,62,SC
2301604,geetanjali,62,100,81,15,64.5,SC
2301605,geetika,85,90,93,52,80,General
2301606,geetu,53,73,89,96,77.75,General
2301607,gen,15,68,82,45,52.5,SC
2301608,genda,50,39,81,89,64.75,EWS
2301609,gendi,97,71,98,85,87.75,EWS
2301610,gendu,36,49,92,68,61.25,EWS
2301611,gensingh,80,42,95,58,68.75,SC
2301612,ghan,48,37,90,40,53.75,General
2301613,ghanshayam,80,36,94,79,72.25,SC
2301614,ghanshyam,31,16,93,47,46.75,SC
2301615,ghansyam,85,68,100,54,76.75,General
2301616,ghantoli,65,72,99,29,66.25,ST
2301617,ghaseeta,55,70,82,19,56.5,General
2301618,ghasiram,79,69,87,95,82.5,SC
2301619,gheesa,56,20,93,61,57.5,SC
2301620,ghisaram,94,72,82,57,76.25,General
2301621,ghurul,37,90,81,64,68,General
2301622,gila,46,86,87,64,70.75,General
2301623,gilbahar,38,40,87,42,51.75,ST
2301624,girdhari,38,50,87,45,55,EWS
2301625,giri,65,94,98,17,68.5,General
2301626,girija,97,24,99,77,74.25,EWS
2301627,girijarani,48,64,100,63,68.75,General
2301628,giriraj,82,19,82,72,63.75,ST
2301629,girish,20,61,90,93,66,EWS
2301630,girishchandra,56,100,85,32,68.25,General
2301631,girishi,67,60,92,19,59.5,ST
2301632,girja,75,89,97,56,79.25,ST
2301633,girjesh,59,77,80,89,76.25,SC
2301634,girraj,96,90,82,21,72.25,EWS
2301635,girwer,30,85,90,22,56.75,General
2301636,gita,54,80,95,40,67.25,EWS
2301637,gitika,22,97,96,80,73.75,General
2301638,givinda,73,86,88,30,69.25,ST
2301639,gjender,19,38,84,27,42,ST
2301640,gladwin,87,29,81,37,58.5,EWS
2301641,gobind,83,73,95,18,67.25,EWS
2301642,godambari,62,83,84,83,78,EWS
2301643,gokul,57,100,99,45,75.25,ST
2301644,goldan,32,56,85,96,67.25,General
2301645,golden,95,89,87,81,88,ST
2301646,goldi,66,16,87,82,62.75,EWS
2301647,goldy,92,100,95,29,79,General
2301648,gollu,20,59,100,30,52.25,EWS
2301649,golu,83,36,90,99,77,ST
2301650,gomati,32,72,95,92,72.75,General
2301651,gomti,22,32,86,81,55.25,ST
2301652,gona,66,94,83,39,70.5,EWS
2301653,gonsan,68,45,95,20,57,SC
2301654,goopi,29,44,85,34,48,EWS
2301655,gopal,80,84,91,40,73.75,EWS
2301656,gopesh,88,61,100,15,66,SC
2301657,gopi,100,62,90,16,67,EWS
2301658,gopiram,48,42,92,34,54,General
2301659,gora,92,36,88,36,63,EWS
2301660,gorav,39,69,96,48,63,General
2301661,gordhan,76,57,94,35,65.5,EWS
2301662,gordhanlal,71,34,91,87,70.75,ST
2301663,gori,81,30,98,77,71.5,EWS
2301664,goruav,89,19,95,25,57,SC
2301665,gorv,65,33,91,70,64.75,EWS
2301666,gosia,88,32,90,46,64,EWS
2301667,gotam,50,80,84,43,64.25,SC
2301668,gotiya,99,53,84,64,75,EWS
2301669,gourav,39,19,97,48,50.75,EWS
2301670,gouri,50,38,80,81,62.25,SC
2301671,goutam,73,72,86,66,74.25,SC
2301672,goverdhan,86,30,95,96,76.75,ST
2301673,govind,79,54,91,24,62,EWS
2301674,govinda,50,27,93,28,49.5,ST
2301675,grace,55,99,95,34,70.75,EWS
2301676,grish,35,84,91,83,73.25,EWS
2301677,groti,45,99,80,87,77.75,General
2301678,grpreet,24,84,87,98,73.25,ST
2301679,gruchran,35,25,100,63,55.75,SC
2301680,guddi,29,68,98,39,58.5,EWS
2301681,guddibai,46,51,95,98,72.5,General
2301682,guddiya,63,59,81,91,73.5,General
2301683,guddo,72,40,90,75,69.25,SC
2301684,guddu,77,45,85,77,71,EWS
2301685,gudia,64,25,93,51,58.25,EWS
2301686,gudiya,28,85,82,37,58,General
2301687,gudya,40,47,96,71,63.5,SC
2301688,gufraan,18,68,90,17,48.25,SC
2301689,gufran,94,19,99,77,72.25,SC
2301690,gugna,93,42,81,17,58.25,General
2301691,gul,79,61,88,18,61.5,General
2301692,gulab,62,37,83,24,51.5,ST
2301693,gulabsa,80,89,99,33,75.25,SC
2301694,gulabsha,80,87,90,86,85.75,General
2301695,gulafsa,67,58,95,43,65.75,EWS
2301696,gulafsha,45,41,96,24,51.5,General
2301697,gulafshan,29,81,82,56,62,SC
2301698,gulam,61,16,81,65,55.75,ST
2301699,gulashan,22,36,88,96,60.5,SC
2301700,gulbasha,48,28,83,19,44.5,General
2301701,guldasta,92,68,82,52,73.5,ST
2301702,gulesta,73,94,85,46,74.5,General
2301703,gulfam,56,51,81,31,54.75,SC
2301704,gulfan,63,37,99,89,72,ST
2301705,gulfara,54,42,98,89,70.75,General
2301706,gulfasa,92,74,80,37,70.75,ST
2301707,gulfasha,15,41,97,19,43,General
2301708,gulfsa,75,59,96,42,68,ST
2301709,gulfsal,40,79,95,80,73.5,General
2301710,gulista,48,95,81,24,62,SC
2301711,guljan,51,92,85,97,81.25,SC
2301712,guljar,58,67,81,31,59.25,EWS
2301713,gulnaaz,82,87,99,25,73.25,General
2301714,gulnaj,58,64,82,67,67.75,General
2301715,gulnanj,61,30,85,73,62.25,General
2301716,gulnaz,71,49,85,84,72.25,EWS
2301717,gulnaza,82,68,95,68,78.25,EWS
2301718,gulpacha,73,67,95,50,71.25,EWS
2301719,gulran,69,67,93,81,77.5,ST
2301720,gulreg,65,30,90,90,68.75,SC
2301721,gulsan,59,69,98,71,74.25,EWS
2301722,gulsana,28,47,92,60,56.75,General
2301723,gulsha,36,80,86,32,58.5,ST
2301724,gulshad,21,89,100,49,64.75,ST
2301725,gulshafa,46,79,94,60,69.75,EWS
2301726,gulshan,94,81,97,87,89.75,SC
2301727,gulshana,46,86,95,37,66,EWS
2301728,gulsher,51,15,89,49,51,SC
2301729,gulshtab,86,41,93,37,64.25,SC
2301730,gulsida,65,68,92,33,64.5,ST
2301731,guluram,29,22,91,22,41,SC
2301732,gulwasha,31,85,96,20,58,General
2301733,guman,64,37,87,87,68.75,EWS
2301734,gunanidhi,30,68,87,74,64.75,EWS
2301735,gungun,45,97,100,100,85.5,ST
2301736,guni,63,41,84,89,69.25,General
2301737,gunja,80,24,95,21,55,SC
2301738,gunjan,80,65,80,92,79.25,EWS
2301739,gur,49,38,100,49,59,SC
2301740,gurbachan,31,82,93,99,76.25,ST
2301741,gurbax,79,22,95,16,53,ST
2301742,gurcharan,58,44,93,77,68,SC
2301743,gurdarshan,83,73,98,16,67.5,General
2301744,gurdayal,22,72,97,28,54.75,General
2301745,gurdeep,97,97,93,59,86.5,SC
2301746,gurfaan,56,18,96,69,59.75,SC
2301747,gurjeet,71,53,83,85,73,General
2301748,gurjit,20,69,93,56,59.5,SC
2301749,gurlal,56,60,95,45,64,SC
2301750,gurmeet,91,25,98,18,58,General
2301751,gurmel,61,31,90,23,51.25,General
2301752,gurmit,61,42,82,49,58.5,SC
2301753,gurnam,65,28,87,72,63,SC
2301754,gurpreet,43,69,89,50,62.75,SC
2301755,gurprit,91,55,84,54,71,SC
2301756,gursimaran,17,20,88,99,56,General
2301757,guru,30,76,86,74,66.5,EWS
2301758,gurubaksh,25,82,90,93,72.5,EWS
2301759,gurucharan,21,33,92,45,47.75,EWS
2301760,gurudut,46,56,92,18,53,EWS
2301761,gurupreet,78,17,90,92,69.25,General
2301762,guruvachan,74,38,96,75,70.75,SC
2301763,gurvinder,30,99,91,52,68,EWS
2301764,gutam,94,64,96,89,85.75,SC
2301765,gya,88,62,89,84,80.75,ST
2301766,gyaan,29,73,94,39,58.75,SC
2301767,gyan,59,53,93,50,63.75,SC
2301768,gyandeep,89,89,80,37,73.75,General
2301769,gyanender,83,78,84,19,66,EWS
2301770,gyanendra,96,59,97,46,74.5,EWS
2301771,gyanu,63,75,86,93,79.25,SC
2301772,gyanwati,93,45,91,79,77,General
2301773,gyarsi,49,60,85,64,64.5,ST
2301774,gyatri,58,34,84,88,66,SC
2301775,gytri,78,43,98,59,69.5,EWS
2301776,habib,37,98,88,90,78.25,ST
2301777,habiba,82,85,96,70,83.25,ST
2301778,hadarali,40,84,99,72,73.75,General
2301779,hadisha,59,28,99,60,61.5,SC
2301780,hafsa,77,32,98,91,74.5,EWS
2301781,hagami,83,74,82,27,66.5,SC
2301782,haider,27,45,93,42,51.75,ST
2301783,hailena,36,96,100,56,72,SC
2301784,hajari,80,55,94,85,78.5,SC
2301785,haji,71,31,85,45,58,EWS
2301786,hajrat,65,67,93,45,67.5,SC
2301787,hajrati,36,65,87,21,52.25,EWS
2301788,hakam,31,19,84,22,39,ST
2301789,hakimuddin,97,69,91,44,75.25,SC
2301790,halima,32,57,84,75,62,General
2301791,haliya,23,92,100,27,60.5,ST
2301792,halke,43,57,87,15,50.5,General
2301793,halki,41,20,98,83,60.5,SC
2301794,halkuji,34,49,91,63,59.25,General
2301795,hament,50,87,91,99,81.75,ST
2301796,hamid,71,71,83,68,73.25,General
2301797,hamida,73,55,94,31,63.25,SC
2301798,hamim,27,49,89,72,59.25,SC
2301799,hamsiran,17,52,85,68,55.5,ST
2301800,hamza,88,93,98,79,89.5,EWS
2301801,handu,16,39,87,66,52,EWS
2301802,haneef,81,63,97,39,70,SC
2301803,hani,83,46,99,48,69,SC
2301804,hanif,81,48,84,15,57,ST
2301805,hanish,97,22,82,48,62.25,ST
2301806,hanni,88,99,89,96,93,ST
2301807,hanny,85,44,100,78,76.75,ST
2301808,hansa,48,68,83,93,73,SC
2301809,hanshraj,83,30,81,43,59.25,ST
2301810,hansraj,30,62,92,71,63.75,EWS
2301811,hanuman,46,15,93,40,48.5,SC
2301812,hanumanram,84,65,100,75,81,EWS
2301813,happy,32,85,89,36,60.5,EWS
2301814,har,27,87,81,32,56.75,General
2301815,harak,44,80,90,57,67.75,SC
2301816,harana,36,83,83,17,54.75,EWS
2301817,hararat,39,71,95,60,66.25,EWS
2301818,harbai,86,24,95,45,62.5,General
2301819,harbanschauhan,32,34,85,69,55,General
2301820,harbansh,18,46,90,95,62.25,General
2301821,harbas,66,31,82,59,59.5,EWS
2301822,harbhajan,50,79,84,73,71.5,ST
2301823,harbinder,83,57,85,59,71,ST
2301824,harbir,24,46,92,46,52,EWS
2301825,hardam,15,39,97,88,59.75,EWS
2301826,hardas,33,25,87,25,42.5,General
2301827,hardass,17,99,95,62,68.25,General
2301828,hardeep,20,83,84,39,56.5,General
2301829,hardev,71,71,85,17,61,EWS
2301830,hardik,47,49,84,17,49.25,EWS
2301831,hare,84,44,80,92,75,ST
2301832,harees,27,52,85,92,64,SC
2301833,harender,54,96,85,65,75,ST
2301834,harendra,24,48,87,70,57.25,ST
2301835,hareshwar,62,45,81,85,68.25,ST
2301836,hari,66,94,85,27,68,SC
2301837,harib,61,96,95,91,85.75,SC
2301838,harichand,25,34,91,38,47,General
2301839,haridutt,100,45,82,89,79,ST
2301840,hariesh,19,73,90,41,55.75,General
2301841,harikishan,66,93,99,62,80,General
2301842,harimohan,35,23,100,86,61,SC
2301843,harinarayan,17,73,91,53,58.5,SC
2301844,harinder,83,85,96,81,86.25,SC
2301845,hariom,67,78,99,20,66,ST
2301846,hariram,82,94,91,63,82.5,ST
2301847,harish,43,93,83,69,72,EWS
2301848,harishankar,35,96,98,34,65.75,ST
2301849,harishchandr,97,98,83,72,87.5,EWS
2301850,harishen,87,86,100,31,76,EWS
2301851,harison,25,86,92,79,70.5,ST
2301852,harjeet,94,71,96,55,79,SC
2301853,harji,79,43,91,33,61.5,EWS
2301854,harjit,77,53,84,47,65.25,EWS
2301855,harkesh,52,61,85,42,60,SC
2301856,harleen,60,89,82,19,62.5,General
2301857,harman,27,52,97,77,63.25,General
2301858,harmani,84,43,86,56,67.25,General
2301859,harmeet,99,83,93,85,90,General
2301860,harmit,40,88,93,47,67,ST
2301861,harnam,67,51,87,60,66.25,EWS
2301862,harneet,87,91,88,18,71,SC
2301863,harpal,31,50,96,85,65.5,EWS
2301864,harprasad,72,86,90,34,70.5,SC
2301865,harpreet,29,43,88,21,45.25,SC
2301866,harprit,96,70,92,20,69.5,SC
2301867,harry,25,25,97,97,61,EWS
2301868,harsh,75,56,98,95,81,General
2301869,harsha,17,19,91,65,48,ST
